Bauwerk Name;Bauwerkselement Name;Bauwerkselement Typ;Bauwerkselement Nummer;Bauwerkselement Niveau;X-Koordinate;Y-Koordinate;Bauwerksreferenzort Nummer;Bauwerkselement Exportnummer
Aalemannufer (Berlin);Aalemannufer (Berlin);Bauwerk;463;;13,212685;52,573261;27205;900027205
Aalemannufer (Berlin);Bushaltestelle Niederneuendorfer Allee hinter Aalemannufer;Zugang und ÖV;3;0;13,212458;52,573577;;300463003
Aalemannufer (Berlin);Bushaltestelle Niederneuendorfer Allee vor Aalemannufer;Zugang und ÖV;4;0;13,212484;52,573433;;300463004
Aalemannufer (Berlin);Bushaltestelle Niederneuendorfer Allee vor Aalemannufer in der Wendeschleife;Zugang und ÖV;1;0;13,212904;52,573159;;300463001
Aalemannufer (Berlin);Endhaltestelle Niederneuendorfer Allee vor Aalemannufer in der Wendeschleife;Zugang und ÖV;2;0;13,212810;52,572963;;300463002
Achardstr. (Berlin);Achardstr. (Berlin);Bauwerk;2051;;13,579138;52,499986;175549;900175549
Achardstr. (Berlin);Bushaltestelle Chemnitzer Straße vor Achardstraße;Zugang und ÖV;2;0;13,579076;52,499774;;302051002
Achardstr. (Berlin);Bushaltestelle Chemnitzer Straße vor Lenbachstraße;Zugang und ÖV;1;0;13,579163;52,500293;;302051001
Adalbertstr./Oranienstr. (Berlin);Adalbertstr./Oranienstr. (Berlin);Bauwerk;500;;13,419293;52,501285;14103;900014103
Adalbertstr./Oranienstr. (Berlin);Bushaltestelle Adalbertstraße hinter Oranienstraße;Zugang und ÖV;2;0;13,419507;52,501525;;300500002
Adalbertstr./Oranienstr. (Berlin);Bushaltestelle Adalbertstraße hinter Oranienstraße;Zugang und ÖV;3;0;13,419094;52,501062;;300500003
Adalbertstr./Oranienstr. (Berlin);Bushaltestelle Oranienstraße hinter Adalbertstraße;Zugang und ÖV;4;0;13,418944;52,501424;;300500004
Adalbertstr./Oranienstr. (Berlin);Bushaltestelle Oranienstraße hinter Adalbertstraße;Zugang und ÖV;5;0;13,419671;52,501154;;300500005
Adalbertstr./Oranienstr. (Berlin);Bushaltestelle Oranienstraße vor Adalbertstraße;Zugang und ÖV;1;0;13,418956;52,501343;;300500001
Adersleber Weg (Berlin);Adersleber Weg (Berlin);Bauwerk;530;;13,560320;52,537893;170515;900170515
Adersleber Weg (Berlin);Bushalt Allee der Kosmonauten vor Pekrunstr;Zugang und ÖV;2;0;13,559964;52,537759;;300530002
Adersleber Weg (Berlin);Bushalt Allee der Kosmonauten vor Pekrunstraße;Zugang und ÖV;6;0;13,559883;52,537654;;300530006
Adersleber Weg (Berlin);Bushalt Allee der Kosmonauten vor Schragenfeldstraße;Zugang und ÖV;5;0;13,560591;52,537961;;300530005
Adersleber Weg (Berlin);Bushalt Allee d.Kosmonauten ht. Kienbergstr;Zugang und ÖV;1;0;13,560344;52,537674;;300530001
Adersleber Weg (Berlin);Tramsteig Allee der Kosmonauten ht. Kienbergstr.;Zugang und ÖV;4;0;13,560323;52,537863;;300530004
Adersleber Weg (Berlin);Tramsteig Allee der Kosmonauten vor Pekrunstr.;Zugang und ÖV;3;0;13,560242;52,537893;;300530003
Adlergestell/Vetschauer Allee (Berlin);Adlergestell/Vetschauer Allee (Berlin);Bauwerk;852;;13,633782;52,386162;185503;900185503
Adlergestell/Vetschauer Allee (Berlin);Bushaltestelle Vetschauer Allee hinter Adlergestell;Zugang und ÖV;1;0;13,634143;52,386547;;300852001
Adlergestell/Vetschauer Allee (Berlin);Tramsteig Vetschauer Allee hinter Adlergestell;Zugang und ÖV;2;0;13,633931;52,386468;;300852002
Adlergestell/Vetschauer Allee (Berlin);Tramsteig Vetschauer Allee vor Adlergestell;Zugang und ÖV;3;0;13,633829;52,386501;;300852003
Adolfstr. (Berlin);Adolfstr. (Berlin);Bauwerk;1925;;13,585051;52,505093;175555;900175555
Adolfstr. (Berlin);Bushaltestelle Alt-Kaulsdorf;Zugang und ÖV;1;0;13,584243;52,505167;;301925001
Adolfstr. (Berlin);Bushaltestelle Alt-Kaulsdorf;Zugang und ÖV;2;0;13,584917;52,505059;;301925002
Agathe-Lasch-Platz (Berlin);Agathe-Lasch-Platz (Berlin);Bauwerk;2349;;13,296346;52,498041;40104;900040104
Agathe-Lasch-Platz (Berlin);Bushaltestelle Kurfürstendamm hinter Hektorstraße;Zugang und ÖV;3;0;13,297155;52,498255;;302349003
Agathe-Lasch-Platz (Berlin);Bushaltestelle Kurfürstendamm hinter Joachim-Friedrich-Straße;Zugang und ÖV;1;0;13,296879;52,497980;;302349001
Agathe-Lasch-Platz (Berlin);Bushaltestelle Kurfürstendamm hinter Joachim-Friedrich-Straße;Zugang und ÖV;2;0;13,295520;52,497972;;302349002
Ahornallee (Berlin);Ahornallee (Berlin);Bauwerk;859;;13,619022;52,455606;182503;900182503
Ahornallee (Berlin);Tram- und Bussteig Fürstenwalder Damm  hinter Ahornallee;Zugang und ÖV;1;0;13,619120;52,455606;;300859001
Ahornallee (Berlin);Tram- und Bussteig Fürstenwalder Damm vor Stillerzeile;Zugang und ÖV;2;0;13,619078;52,455666;;300859002
Ahrensdorf (bei Ludwigsfelde), Am Sportplatz;Ahrensdorf, Am Sportpl. 1;Zugang und ÖV;1;0;;;;302352001
Ahrensdorf (bei Ludwigsfelde), Am Sportplatz;Ahrensdorf, Am Sportpl. 2;Zugang und ÖV;2;0;;;;302352002
Ahrensdorf (bei Ludwigsfelde), Am Sportplatz;Ahrensdorf (bei Ludwigsfelde), Am Sportplatz;Bauwerk;2352;;13,204297;52,314326;245751;900245751
Ahrensdorf (UM), Petersdorfer Str.;Ahrensdorf (UM), Petersdorfer Str.;Bauwerk;2060;;13,577761;53,117982;340776;900340776
Ahrensdorf (UM), Petersdorfer Str.;Bushaltestelle Petersdorfer Str.;Zugang und ÖV;1;0;13,576183;53,111216;;302060001
Ahrensfelde, Friedhof Bhf;Ahrensfelde, Friedhof Bhf;Bauwerk;813;;13,572999;52,580490;350141;900350141
Ahrensfelde, Friedhof Bhf;Bahnsteig Gleis 1 beide Richtungen;ÖV;1;1;13,573039;52,580555;;300813001
Ahrensfelde, Friedhof Bhf;Bahnsteig Gleis 1 Weg zum Ausgang;Zwischenpunkt;6;1;13,573544;52,581089;;300813006
Ahrensfelde, Friedhof Bhf;Bahnsteig Gleis 1 Weg zum Zugang Ulmenallee und zum Bahnhübergang;Zwischenpunkt;11;0;13,573559;52,581103;;300813011
Ahrensfelde, Friedhof Bhf;Bushalt Ernst-Thählmann-Straße vor Ahrensfelder Dreieck;Zugang und ÖV;5;0;13,574654;52,581133;;300813005
Ahrensfelde, Friedhof Bhf;Bushalt Ernst-Thälmann-Straße hinter Ahrensfelder Dreieck;Zugang und ÖV;4;0;13,574766;52,581091;;300813004
Ahrensfelde, Friedhof Bhf;Zugang Bahnstraße Rampe zum Bahnübergang;Zugang;2;0;13,574047;52,581414;;300813002
Ahrensfelde, Friedhof Bhf;Zugang Umenallee Weg zum Bahnsteig und zum Bahnübergang;Zugang;3;0;13,572821;52,581348;;300813003
Ahrensfelde, Mehrower Str.;Ahrensfelde, Mehrower Str.;Bauwerk;1009;;13,583928;52,576639;350202;900350202
Ahrensfelde, Mehrower Str.;Bushaltestelle Ahrensfelde, Mehrower Str.;Zugang und ÖV;1;0;13,584241;52,576543;;301009001
Ahrensfelde, Mehrower Str.;Bushaltestelle Ahrensfelde, Mehrower Str.;Zugang und ÖV;2;0;13,584693;52,576432;;301009002
Ahrensfelde, Nord Bhf;Ahrensfelde, Nord Bhf;Bauwerk;814;;13,582222;52,591113;350142;900350142
Ahrensfelde, Nord Bhf;Bahnsteig, beide Richtungen;ÖV;1;1;13,581969;52,590711;;300814001
Ahrensfelde, Nord Bhf;Bahnsteig, Rampe zum Zugang Bahnstr.;Zwischenpunkt;4;1;13,581517;52,590190;;300814004
Ahrensfelde, Nord Bhf;Bahnsteig, Rampe zum Zugang Ginsterstr.;Zwischenpunkt;5;1;13,582463;52,591276;;300814005
Ahrensfelde, Nord Bhf;Bahnsteig, Treppe zum Zugang Bahnstr.;Zwischenpunkt;8;1;13,581580;52,590170;;300814008
Ahrensfelde, Nord Bhf;Bahnsteig, Treppe zum Zugang Ginsterstr.;Zwischenpunkt;9;1;13,582515;52,591260;;300814009
Ahrensfelde, Nord Bhf;Zugang (Rampe) Bahnstr.;Zugang;2;0;13,581660;52,590137;;300814002
Ahrensfelde, Nord Bhf;Zugang (Rampe) Ginsterstr.;Zugang;3;0;13,582591;52,591233;;300814003
Ahrensfelde, Nord Bhf;Zugang (Treppe) Bahnstr.;Zugang;6;0;13,581659;52,590147;;300814006
Ahrensfelde, Nord Bhf;Zugang (Treppe) Ginsterstr.;Zugang;7;0;13,582590;52,591243;;300814007
Ahrensfelde/Stadtgrenze (Berlin);Ahrensfelde/Stadtgrenze (Berlin);Bauwerk;1931;;13,574675;52,572835;170006;900170006
Ahrensfelde/Stadtgrenze (Berlin);Ersatzhaltestelle Ahrensfelde - Endstelle;Zugang und ÖV;1;0;13,574216;52,573416;;301931001
Ahrensfelde/Stadtgrenze (Berlin);Ersatzhaltestelle Schorfheidestraße hinter Klansdorfer Straße;Zugang und ÖV;2;0;13,574401;52,572534;;301931002
Ahrensfelde/Stadtgrenze (Berlin);Ersatzhaltestelle Schorfheidestraße vor Feldtstraße;Zugang und ÖV;3;0;13,574703;52,572913;;301931003
Ahrensfelde/Stadtgrenze (Berlin);Tramsteig Schorfheidestraße hinter Feldstraße Einstieg;Zugang und ÖV;4;0;13,574818;52,572780;;301931004
Ahrensfelde/Stadtgrenze (Berlin);Tramsteig Schorfheidestraße vor Klansdorfer Straße Ausstieg;Zugang und ÖV;5;0;13,574242;52,572510;;301931005
Ahrenshooper Str. (Berlin);Ahrenshooper Str. (Berlin);Bauwerk;1960;;13,501888;52,566214;151501;900151501
Ahrenshooper Str. (Berlin);Ersatzhaltestelle Zingster Straße vor Ahrenshooper Straße;Zugang und ÖV;1;0;13,501749;52,565985;;301960001
Ahrenshooper Str. (Berlin);Ersatzhaltestelle Zingster Straße vor Ahrenshooper Straße;Zugang und ÖV;2;0;13,501135;52,566378;;301960002
Ahrenshooper Str. (Berlin);Tramsteig Zingster Straße hinter Barther Straße;Zugang und ÖV;4;0;13,502247;52,565924;;301960004
Ahrenshooper Str. (Berlin);Tramsteig Zingster Straße vor Ahrenshooper Straße;Zugang und ÖV;3;0;13,501487;52,566531;;301960003
Albert-Einstein-Str. (Berlin);Albert-Einstein-Str. (Berlin);Bauwerk;2350;;13,539444;52,431126;194525;900194525
Albert-Einstein-Str. (Berlin);Bushaltestelle Am Studio hinter Albert-Einstein-Straße;Zugang und ÖV;2;0;13,538967;52,431350;;302350002
Albert-Einstein-Str. (Berlin);Bushaltestelle Am Studio vor Ernst-Augustin-Straße;Zugang und ÖV;1;0;13,539410;52,431185;;302350001
Albert-Einstein-Str. (Berlin);Bushaltestelle Volmerstraße vor Albert-Einstein-Straße;Zugang und ÖV;3;0;13,535935;52,430365;;302350003
Albertinenstr. (Berlin);Albertinenstr. (Berlin);Bauwerk;853;;13,457775;52,549788;140005;900140005
Albertinenstr. (Berlin);Bushaltestelle Berliner Allee vor Pistoriusstraße;Zugang und ÖV;1;0;13,459924;52,550365;;300853001
Albertinenstr. (Berlin);Bushaltestelle Bizetstraße vor Smetanastraße;Zugang und ÖV;8;0;13,458741;52,548826;;300853008
Albertinenstr. (Berlin);Bushaltestelle Pistoriusstraße vor Berliner Allee;Zugang und ÖV;2;0;13,458341;52,550290;;300853002
Albertinenstr. (Berlin);Bushaltestelle Smetanastraße vor Berliner Allee;Zugang und ÖV;7;0;13,458588;52,549599;;300853007
Albertinenstr. (Berlin);Ersatzhaltestelle Berliner Allee hinter Pistoriusstraße;Zugang und ÖV;4;0;13,457802;52,549914;;300853004
Albertinenstr. (Berlin);Ersatzhaltestelle Berliner Allee vor Smetanastraße;Zugang und ÖV;3;0;13,458121;52,549733;;300853003
Albertinenstr. (Berlin);Tramsteig Berliner Allee hinter Pistoriusstraße;Zugang und ÖV;5;0;13,457667;52,549787;;300853005
Albertinenstr. (Berlin);Tramsteig Berliner Allee vor Pistoriusstraße;Zugang und ÖV;6;0;13,457703;52,549721;;300853006
Albertstr. (Berlin);Albertstr. (Berlin);Bauwerk;2351;;13,352978;52,484510;54151;900054151
Albertstr. (Berlin);Bushaltestelle Hauptstraße  vor Albertstraße;Zugang und ÖV;2;0;13,352783;52,484208;;302351002
Albertstr. (Berlin);Bushaltestelle Hauptstraße vor Eisenacher Straße;Zugang und ÖV;3;0;13,354241;52,485269;;302351003
Albertstr. (Berlin);Bushaltestelle Hauptstraße 32 vor Eisenacher Straße;Zugang und ÖV;1;0;13,353282;52,484823;;302351001
Allee der Kosmonauten/Poelchaustr. (Berlin);Allee der Kosmonauten/Poelchaustr. (Berlin);Bauwerk;856;;13,552324;52,533909;170019;900170019
Allee der Kosmonauten/Poelchaustr. (Berlin);Bushaltestelle Allee der Kosmonauten hinter Poelchaustraße;Zugang und ÖV;5;0;13,552508;52,533784;;300856005
Allee der Kosmonauten/Poelchaustr. (Berlin);Bushaltestelle Allee der Kosmonauten hinter Poelchaustraße;Zugang und ÖV;7;0;13,552310;52,533774;;300856007
Allee der Kosmonauten/Poelchaustr. (Berlin);Bushaltestelle Allee der Kosmonauten vor Poelchaustraße;Zugang und ÖV;6;0;13,553082;52,534100;;300856006
Allee der Kosmonauten/Poelchaustr. (Berlin);Bushaltestelle Allee der Kosmonauten vor Poelchaustraße;Zugang und ÖV;8;0;13,553286;52,534102;;300856008
Allee der Kosmonauten/Poelchaustr. (Berlin);Tramsteig Allee der Kosmonauten hinter Poelchaustraße;Zugang und ÖV;4;0;13,552373;52,533869;;300856004
Allee der Kosmonauten/Poelchaustr. (Berlin);Tramsteig Allee der Kosmonauten vor Poelchaustraße;Zugang und ÖV;3;0;13,552355;52,533947;;300856003
Allee der Kosmonauten/Poelchaustr. (Berlin);Tramsteig in der Wendeschleife  an der Charlottenstraße Gleis 1;Zugang und ÖV;1;0;13,554293;52,533249;;300856001
Allee der Kosmonauten/Poelchaustr. (Berlin);Tramsteig in der Wendeschleife  an der Charlottenstraße Gleis 2;Zugang und ÖV;2;0;13,554277;52,533292;;300856002
Allee der Kosmonauten/Rhinstr. (Berlin);Allee der Kosmonauten/Rhinstr. (Berlin);Bauwerk;395;;13,519653;52,525499;171008;900171008
Allee der Kosmonauten/Rhinstr. (Berlin);Ersatzhaltestelle Allee der Kosmonauten hinter Rhinstraße;Zugang und ÖV;1;0;13,521235;52,525724;;300395001
Allee der Kosmonauten/Rhinstr. (Berlin);Ersatzhaltestelle Allee der Kosmonauten hinter Rhinstraße;Zugang und ÖV;7;0;13,518471;52,526118;;300395007
Allee der Kosmonauten/Rhinstr. (Berlin);Ersatzhaltestelle Allee der Kosmonauten hinter Rhinstraße;Zugang und ÖV;9;0;13,522502;52,525648;;300395009
Allee der Kosmonauten/Rhinstr. (Berlin);Ersatzhaltestelle Allee der Kosmonauten vor Rhinstraße;Zugang und ÖV;6;0;13,518651;52,525858;;300395006
Allee der Kosmonauten/Rhinstr. (Berlin);Ersatzhaltestelle Allee der Kosmonauten vor Rhinstraße;Zugang und ÖV;8;0;13,521308;52,525993;;300395008
Allee der Kosmonauten/Rhinstr. (Berlin);Ersatzhaltestelle Rhinstraße hinter Allee der Kosmonauten;Zugang und ÖV;5;0;13,519440;52,525167;;300395005
Allee der Kosmonauten/Rhinstr. (Berlin);Ersatzhaltestelle Rhinstraße hinter Allee der Kosmonauten;Zugang und ÖV;11;0;13,519773;52,526402;;300395011
Allee der Kosmonauten/Rhinstr. (Berlin);Ersatzhaltestelle Rhinstraße vor Allee der Kosmonauten;Zugang und ÖV;3;0;13,519872;52,525358;;300395003
Allee der Kosmonauten/Rhinstr. (Berlin);Ersatzhaltestelle Rhinstraße vor Allee der Kosmonauten;Zugang und ÖV;10;0;13,519255;52,526262;;300395010
Allee der Kosmonauten/Rhinstr. (Berlin);Tramsteig Allee der Kosmonauten hinter Rhinstraße;Zugang und ÖV;15;0;13,520698;52,525866;;300395015
Allee der Kosmonauten/Rhinstr. (Berlin);Tramsteig Allee der Kosmonauten hinter Rhinstraße;Zugang und ÖV;22;0;13,518555;52,526029;;300395022
Allee der Kosmonauten/Rhinstr. (Berlin);Tramsteig Allee der Kosmonauten vor Rhinstraße;Zugang und ÖV;14;0;13,520700;52,525889;;300395014
Allee der Kosmonauten/Rhinstr. (Berlin);Tramsteig Allee der Kosmonauten vor Rhinstraße;Zugang und ÖV;21;0;13,518552;52,525997;;300395021
Allee der Kosmonauten/Rhinstr. (Berlin);Tramsteig Rhinstraße hinter Allee der Kosmonauten;Zugang und ÖV;12;0;13,519612;52,525174;;300395012
Allee der Kosmonauten/Rhinstr. (Berlin);Tramsteig Rhinstraße vor Allee der Kosmonauten;Zugang und ÖV;13;0;13,519666;52,525164;;300395013
Alt Rosenthal, Bahnhof;Alt Rosenthal, Bahnhof;Bauwerk;607;;14,278579;52,550381;321302;900321302
Alt Rosenthal, Bahnhof;Bahnsteig Gleis 1;ÖV;1;0;14,278484;52,550305;;300607001
Alt Rosenthal, Bahnhof;Bahnsteig Gleis 2;ÖV;2;0;14,278014;52,550332;;300607002
Alt Rosenthal, Bahnhof;Zugang Bahnhofstraße Rampe zum Bahnsteig Gleis 1;Zugang;3;0;14,279350;52,550386;;300607003
Alt Rosenthal, Bahnhof;Zugang Bahnhofstraße Rampe zum Bahnsteig Gleis 2;Zugang;4;0;14,279435;52,550653;;300607004
Alt-Blankenburg (Berlin);Alt-Blankenburg (Berlin);Bauwerk;854;;13,453308;52,593045;142502;900142502
Alt-Blankenburg (Berlin);Bushaltestelle Alt-Blankenburg hinter Krugstege;Zugang und ÖV;1;0;13,455540;52,592948;;300854001
Alt-Blankenburg (Berlin);Bushaltestelle Alt-Blankenburg vor Krugstege;Zugang und ÖV;3;0;13,454440;52,593332;;300854003
Alt-Blankenburg (Berlin);Bushaltestelle Krugstege vor Alt-Blankenburg;Zugang und ÖV;2;0;13,453265;52,593042;;300854002
Alt-Buch/Karower Str. (Berlin);Alt-Buch/Karower Str. (Berlin);Bauwerk;1942;;13,499620;52,635418;135512;900135512
Alt-Buch/Karower Str. (Berlin);Bushaltestelle Alt-Buch vor ggü. Karower Str.;Zugang und ÖV;6;0;13,499567;52,635440;;301942006
Alt-Buch/Karower Str. (Berlin);Bushaltestelle Karower Str. vor Alt-Buch;Zugang und ÖV;5;0;13,499623;52,634458;;301942005
Alt-Buch/Wiltbergstr. (Berlin);Alt-Buch/Wiltbergstr. (Berlin);Bauwerk;1941;;13,498294;52,633790;135506;900135506
Alt-Buch/Wiltbergstr. (Berlin);Bushaltestelle Alt-Buch hinter Wiltbergstraße;Zugang und ÖV;4;0;13,497309;52,634673;;301941004
Alt-Buch/Wiltbergstr. (Berlin);Bushaltestelle Alt-Buch vor Karower Straße;Zugang und ÖV;6;0;13,499567;52,635440;;301941006
Alt-Buch/Wiltbergstr. (Berlin);Bushaltestelle Alt-Buch vor Wiltbergstraße;Zugang und ÖV;3;0;13,497077;52,634875;;301941003
Alt-Buch/Wiltbergstr. (Berlin);Bushaltestelle Karower Straße vor Alt-Buch;Zugang und ÖV;5;0;13,499622;52,634461;;301941005
Alt-Buch/Wiltbergstr. (Berlin);Bushaltestelle Wiltbergstraße hinter Walter-Friedrich-Straße;Zugang und ÖV;1;0;13,497002;52,634445;;301941001
Alt-Buch/Wiltbergstr. (Berlin);Bushaltestelle Wiltbergstraße vor Alt-Buch;Zugang und ÖV;2;0;13,497299;52,634504;;301941002
Alt-Buckow (Berlin);Alt-Buckow (Berlin);Bauwerk;855;;13,436366;52,423715;81201;900081201
Alt-Buckow (Berlin);Bushaltestelle Alt-Buckow hinter Buckower Damm;Zugang und ÖV;2;0;13,435411;52,423245;;300855002
Alt-Buckow (Berlin);Bushaltestelle Alt-Buckow vor Buckower Damm;Zugang und ÖV;1;0;13,436330;52,423414;;300855001
Alt-Buckow (Berlin);Bushaltestelle Buckower Damm hinter Johannisthaler Chaussee;Zugang und ÖV;4;0;13,436390;52,423981;;300855004
Alt-Buckow (Berlin);Bushaltestelle Buckower Damm vor Alt-Buckow;Zugang und ÖV;3;0;13,436277;52,423909;;300855003
Alt-Buckow (Berlin);Bushaltestelle Buckower Damm 221 a hinter Johannis;Zugang und ÖV;4;0;13,436390;52,423981;;300855004
Altdöbern, Bahnhof;Altdöbern, Bahnhof;Bauwerk;608;;14,009201;51,652811;435209;900435209
Altdöbern, Bahnhof;Bahnsteig Gleis 1, beide Richtungen;ÖV;1;0;14,009376;51,652511;;300608001
Altdöbern, Bahnhof;Zugang Bahnsteig Gleis 1/Bahnhofsgebäude;Zugang;2;0;14,009599;51,652651;;300608002
Alte Försterei (Berlin);Alte Försterei (Berlin);Bauwerk;857;;13,563414;52,456516;181513;900181513
Alte Försterei (Berlin);Bushaltestelle An der Wuhlheide hinter Rudolf-Rühl-Allee;Zugang und ÖV;3;0;13,563531;52,456328;;300857003
Alte Försterei (Berlin);Bushaltestelle An der Wuhlheide hinter Rudolf-Rühl-Allee;Zugang und ÖV;5;0;13,563735;52,456311;;300857005
Alte Försterei (Berlin);Bushaltestelle An der Wuhlheide hinter Rudolf-Rühl-Allee;Zugang und ÖV;6;0;13,562096;52,456583;;300857006
Alte Försterei (Berlin);Ersatzhaltestelle An der Wuhlheide vor Rudolf-Rühl-Allee;Zugang und ÖV;4;0;13,564062;52,456704;;300857004
Alte Försterei (Berlin);Tramsteig An der Wuhlheide hinter Rudolf-Rühl-Allee;Zugang und ÖV;1;0;13,563488;52,456468;;300857001
Alte Försterei (Berlin);Tramsteig An der Wuhlheide vor Rudolf-Rühl-Allee;Zugang und ÖV;2;0;13,563488;52,456547;;300857002
Alte Hellersdorfer/Zossener Str. (Berlin);Alte Hellersdorfer/Zossener Str. (Berlin);Bauwerk;858;;13,592173;52,544839;175512;900175512
Alte Hellersdorfer/Zossener Str. (Berlin);Bushaltestelle Alte Hellersdorfer Straße hinter Zossener Straße;Zugang und ÖV;3;0;13,591986;52,545567;;300858003
Alte Hellersdorfer/Zossener Str. (Berlin);Bushaltestelle Alte Hellersdorfer Straße hinter Zossener Straße;Zugang und ÖV;4;0;13,591268;52,544274;;300858004
Alte Hellersdorfer/Zossener Str. (Berlin);Ersatzhaltestelle Zossener Straße hinter Alte Hellersdorfer Straße;Zugang und ÖV;5;0;13,592147;52,544627;;300858005
Alte Hellersdorfer/Zossener Str. (Berlin);Ersatzhaltestelle Zossener Straße vor Alte Hellersdorfer Straße;Zugang und ÖV;6;0;13,591989;52,544985;;300858006
Alte Hellersdorfer/Zossener Str. (Berlin);Tramsteig Zossener Straße hinter Alte Hellersdorfer Straße;Zugang und ÖV;1;0;13,592389;52,544769;;300858001
Alte Hellersdorfer/Zossener Str. (Berlin);Tramsteig Zossener Straße vor Alte Hellersdorfer Straße;Zugang und ÖV;2;0;13,592406;52,544838;;300858002
Altenhofer Str. (Berlin);Altenhofer Str. (Berlin);Bauwerk;1961;;13,480171;52,534933;150509;900150509
Altenhofer Str. (Berlin);Ersatzhaltestelle Landsberger Allee höhe Hausnummer 214;Zugang und ÖV;2;0;13,480916;52,533218;;301961002
Altenhofer Str. (Berlin);Ersatzhaltestelle Landsberger Allee vor dem Umspannwerk Fennpfuhl;Zugang und ÖV;1;0;13,480876;52,533443;;301961001
Altenhofer Str. (Berlin);Tramsteig Altenhofer Straße vor Mittelstraße;Zugang und ÖV;3;0;13,480777;52,534773;;301961003
Altenhofer Str. (Berlin);Tramsteig Altenhofer Straße vor Mittelstraße;Zugang und ÖV;4;0;13,479630;52,535113;;301961004
Altes Lager, Bahnhof;Altes Lager, Bahnhof;Bauwerk;842;;12,992293;52,015983;245007;900245007
Altes Lager, Bahnhof;Bahnsteig Gleis 1;ÖV;1;0;12,992402;52,015850;;300842001
Altes Lager, Bahnhof;Bushalt Altes Lager Bahnhof hinter Kastanienallee;Zugang und ÖV;4;0;12,992460;52,015723;;300842004
Altes Lager, Bahnhof;Zugang Parkplatz;Zugang;3;0;12,991887;52,015875;;300842003
Altes Lager, Bahnhof;Zugang Wendekreis Rampe zum Bahnsteig Gleis 1;Zugang;2;0;12,992497;52,015710;;300842002
Altes Wasserwerk (Berlin);Altes Wasserwerk (Berlin);Bauwerk;1500;;13,639371;52,447758;182005;900182005
Altes Wasserwerk (Berlin);Bushaltestelle Müggelseedamm hinter Kalkseestraße;Zugang und ÖV;1;0;13,639335;52,447593;;301500001
Altes Wasserwerk (Berlin);Bushaltestelle Müggelseedamm vor Kalkseestraße;Zugang und ÖV;2;0;13,639113;52,447658;;301500002
Altes Wasserwerk (Berlin);Ersatzhaltestelle Kalkseestraße vor Müggelseedamm;Zugang und ÖV;5;0;13,638641;52,447975;;301500005
Altes Wasserwerk (Berlin);Ersatzhaltestelle Müggelseedamm vor Werlseestraße;Zugang und ÖV;3;0;13,639995;52,447585;;301500003
Altes Wasserwerk (Berlin);Ersatzhaltestelle Werlseestraße vor Müggelseedamm;Zugang und ÖV;6;0;13,640381;52,447809;;301500006
Altes Wasserwerk (Berlin);Tramhaltestelle Werlseestraße vor Löcknitzstraße;Zugang und ÖV;4;0;13,640454;52,448272;;301500004
Altes Wasserwerk (Berlin);Tramsteig Altes Wasserwerk Gleis 1 vor Müggelseedamm;Zugang und ÖV;7;0;13,639150;52,448079;;301500007
Altes Wasserwerk (Berlin);Tramsteig Altes Wasserwerk Gleis 2  vor Müggelseedamm;Zugang und ÖV;8;0;13,639070;52,448079;;301500008
Alt-Friedrichsfelde/Gensinger Str. (Berlin);Alt-Friedrichsfelde/Gensinger Str. (Berlin);Bauwerk;890;;13,531939;52,510143;161005;900161005
Alt-Friedrichsfelde/Gensinger Str. (Berlin);Bushaltestelle Alt-Friedrichsfelde hinter Gensinger Brücke;Zugang und ÖV;1;0;13,531624;52,510607;;300890001
Alt-Friedrichsfelde/Gensinger Str. (Berlin);Bushaltestelle Alt-Friedrichsfelde vor Gensinger Brücke;Zugang und ÖV;2;0;13,532283;52,510187;;300890002
Alt-Friedrichsfelde/Gensinger Str. (Berlin);Bushaltestelle Gensinger Straße vor Alt-Friedrichfelde;Zugang und ÖV;3;0;13,530480;52,509544;;300890003
Alt-Friedrichsfelde/Rhinstr. (Berlin);Alt-Friedrichsfelde/Rhinstr. (Berlin);Bauwerk;891;;13,518968;52,510346;161004;900161004
Alt-Friedrichsfelde/Rhinstr. (Berlin);Bushaltestelle Alt-Friedrichsfelde hinter Rhinstraße;Zugang und ÖV;8;0;13,520734;52,509405;;300891008
Alt-Friedrichsfelde/Rhinstr. (Berlin);Bushaltestelle Alt-Friedrichsfelde vor Rhinstraße;Zugang und ÖV;3;0;13,520760;52,509804;;300891003
Alt-Friedrichsfelde/Rhinstr. (Berlin);Bushaltestelle Alt-Friedrichsfelde vor Rhinstraße;Zugang und ÖV;6;0;13,519527;52,509830;;300891006
Alt-Friedrichsfelde/Rhinstr. (Berlin);Bushaltestelle Alt-Friedrichsfelde vor Rhinstraße;Zugang und ÖV;7;0;13,518330;52,509500;;300891007
Alt-Friedrichsfelde/Rhinstr. (Berlin);Ersatzhaltestelle Rhinstraße hinter Alt-Friedrichsfelde;Zugang und ÖV;4;0;13,519258;52,511472;;300891004
Alt-Friedrichsfelde/Rhinstr. (Berlin);Ersatzhaltestelle Rhinstraße vor Alt-Friedrichsfelde;Zugang und ÖV;5;0;13,518700;52,511234;;300891005
Alt-Friedrichsfelde/Rhinstr. (Berlin);Tramsteig Rhinstraße hinter Alt-Friedrichsfelde;Zugang und ÖV;2;0;13,519028;52,510333;;300891002
